,x,y,z
0,-16.957548252554574,62.91591333315114,-78.19266180056546
1,-17.178487283585056,60.34116943173983,-75.15049200409955
2,-17.83749896751761,61.008423350237294,-72.30353510132203
3,-18.222778284214648,62.78006663045648,-69.44228224014624
4,-17.678825496349134,63.62333868908246,-66.37081365410484
5,-16.73564481662938,63.713043910227746,-63.17932686226612
6,-16.665188688138773,64.8906925856027,-60.18141937884842
7,-16.950416367672364,67.02180229187759,-57.469679368364375
8,-16.52994972216331,69.3605952207339,-55.067884149630174
9,-14.342323273583844,71.16119547474051,-52.99980000000001
