,x,y,z
0,-77.00190493033224,48.73462644311742,-97.9996448275862
1,-69.63168719951001,38.52970958505587,-97.9996448275862
2,-58.29289069055273,28.89173255244218,-97.9996448275862
3,-46.19817441433162,18.686815694380627,-97.9996448275862
4,-31.82767005243575,7.353548640319374,-97.505983648597
5,-9.995317810225773,-0.3338993322897608,-97.505983648597
6,5.994573972801248,5.201063207988824,-97.505983648597
7,20.13947824240205,18.115975801972183,-97.505983648597
8,33.74034097381721,36.82889010871229,-97.9996448275862
9,42.05545841371921,49.11258632674934,-97.9996448275862
10,50.3705758536212,64.79792149747357,-97.9996448275862
