,x,y,z
projectedLM-1,-21.53729248046875,9.595221519470217,-44.51343536376953
projectedLM-2,-19.884424209594727,13.1513090133667,-41.558589935302734
projectedLM-3,-17.35490989685059,19.085947036743164,-41.34142684936524
projectedLM-4,22.952375411987305,13.299700736999512,-42.09691619873047
projectedLM-5,-16.638147354125977,22.38557624816895,-36.56252670288086
projectedLM-6,-21.48920631408692,8.596092224121094,-37.93906021118164
projectedLM-7,17.16473388671875,20.563343048095703,-40.40536880493164
projectedLM-8,-12.846187591552736,29.328632354736328,-37.48476409912109
projectedLM-9,23.72216033935547,9.196627616882324,-37.13824462890625
projectedLM-10,-20.109272003173828,11.907010078430176,-36.9615592956543
projectedLM-11,16.4072322845459,18.69161796569825,-35.392189025878906
projectedLM-12,12.809178352355955,26.14038848876953,-34.92522430419922
projectedLM-13,9.657657623291016,32.15128326416016,-36.420989990234375
projectedLM-14,-10.812463760375977,31.82673454284668,-32.960838317871094
projectedLM-15,-5.393301486968994,35.61031341552735,-35.33404541015625
projectedLM-16,-23.59669685363769,3.742643833160401,-35.58500289916992
projectedLM-17,20.01719665527344,12.29944133758545,-35.409305572509766
projectedLM-18,-18.436391830444336,16.72303009033203,-33.93424606323242
projectedLM-19,4.648919105529785,34.53472900390625,-31.56040000915528
projectedLM-20,1.8312360048294067,36.3401985168457,-35.33964538574219
projectedLM-21,-13.62444305419922,22.35441398620605,-31.676456451416016
projectedLM-22,-21.21918487548828,6.833283424377441,-32.426734924316406
projectedLM-23,22.947498321533203,3.343258857727051,-32.6328239440918
projectedLM-24,-12.26346492767334,29.478551864624023,-28.702362060546875
projectedLM-25,-8.476197242736816,34.31486511230469,-27.84319496154785
projectedLM-26,-23.81885528564453,2.1525588035583496,-29.698266983032227
projectedLM-27,-17.594749450683597,11.026777267456056,-30.89110374450684
projectedLM-28,14.384237289428713,14.006959915161133,-30.194698333740234
projectedLM-29,12.128414154052736,22.326143264770508,-29.66854286193848
projectedLM-30,8.368367195129395,30.04131507873535,-29.067466735839844
projectedLM-31,2.387593984603882,35.1485481262207,-25.67578506469727
projectedLM-32,17.65029525756836,6.5211052894592285,-30.58398056030273
projectedLM-33,-15.104735374450684,16.2406005859375,-27.1872615814209
projectedLM-34,-5.134852886199951,36.08247375488281,-25.533838272094727
projectedLM-35,-13.763601303100586,23.988479614257816,-24.97955703735352
projectedLM-36,-24.82199478149414,-0.1596924215555191,-22.705904006958008
projectedLM-37,20.731201171875,2.20483136177063,-24.558746337890625
projectedLM-38,-22.507747650146488,3.713837146759033,-24.39958000183105
projectedLM-39,-19.496543884277344,8.94513988494873,-23.465688705444336
projectedLM-40,9.25259494781494,24.80172538757325,-23.18015480041504
projectedLM-41,-11.674004554748535,31.35652542114258,-21.5178165435791
projectedLM-42,6.0668463706970215,30.90401077270508,-20.915491104125977
projectedLM-43,18.156003952026367,6.250039577484131,-24.472658157348636
projectedLM-44,-17.268110275268555,14.99787425994873,-21.05183219909668
projectedLM-45,14.244060516357422,13.23686695098877,-25.708393096923828
projectedLM-46,11.444716453552246,19.111120223999023,-21.965688705444336
projectedLM-47,-6.777055740356445,35.86869430541992,-19.383037567138672
projectedLM-48,-27.33045196533203,-2.200295686721802,-17.56416130065918
projectedLM-49,-16.472923278808597,20.59591293334961,-18.154367446899418
projectedLM-50,0.6587803959846497,35.832374572753906,-18.78058624267578
projectedLM-51,-25.405574798583984,1.7067954540252686,-19.152027130126957
projectedLM-52,-23.22821044921875,7.56900691986084,-18.12774085998535
projectedLM-53,16.619497299194336,10.725086212158203,-19.83647346496582
projectedLM-54,-14.73000144958496,26.970947265625,-15.400514602661133
projectedLM-55,7.883508682250977,26.943483352661136,-15.47832489013672
projectedLM-56,22.920557022094727,-0.6379961371421814,-18.1008415222168
projectedLM-57,-22.27525138854981,13.863027572631836,-15.266637802124023
projectedLM-58,14.247761726379396,15.898749351501465,-15.69507122039795
projectedLM-59,-11.888405799865724,33.05978775024414,-11.753875732421877
projectedLM-60,-6.989044189453125,38.1497917175293,-11.709386825561523
projectedLM-61,-0.3659898638725281,39.24915313720703,-11.578696250915527
projectedLM-62,-28.55561065673828,0.3955053389072418,-14.093128204345703
projectedLM-63,20.68690490722656,5.7227783203125,-17.964099884033203
projectedLM-64,12.345768928527832,20.83602523803711,-11.221036911010744
projectedLM-65,4.291361808776856,34.61951446533203,-10.833030700683594
projectedLM-66,-28.77410316467285,5.285554885864258,-12.361824989318848
projectedLM-67,-27.07617950439453,11.591909408569336,-11.614683151245115
projectedLM-68,-23.826946258544925,18.89878463745117,-10.291096687316896
projectedLM-69,-19.91035270690918,24.44655990600586,-9.626197814941408
projectedLM-70,19.580190658569336,13.88502025604248,-9.688093185424805
projectedLM-71,10.384928703308104,27.64015007019043,-6.173143863677979
projectedLM-72,-18.06048393249512,29.526798248291016,-5.723190784454346
projectedLM-73,24.70136260986328,0.4021980464458465,-13.557286262512209
projectedLM-74,-29.94572257995605,18.656692504882816,-3.6659834384918217
projectedLM-75,17.013587951660156,20.17737197875977,-6.044398307800293
projectedLM-76,-13.995931625366213,35.63081741333008,-3.912054061889649
projectedLM-77,3.2623157501220703,39.09186172485352,-3.2778079509735107
projectedLM-78,-7.9800310134887695,41.83711242675781,-4.713602066040039
projectedLM-79,22.173294067382816,8.773180961608887,-11.75528621673584
projectedLM-80,-31.8000717163086,11.388258934020996,-6.666665077209473
projectedLM-81,-25.27716064453125,25.693117141723636,-0.7571235299110413
projectedLM-82,7.639147758483887,33.80058288574219,-2.7195417881011963
