,x,y,z
projectedLM-1,-14.198190689086914,-30.36685562133789,-67.10729217529297
projectedLM-2,-12.97740650177002,-26.765514373779297,-70.39126586914062
projectedLM-3,-8.47538948059082,-19.715030670166016,-72.95394134521484
projectedLM-4,29.046043395996097,-28.34828758239746,-66.8389663696289
projectedLM-5,-4.214157104492188,-13.760431289672852,-70.11512756347656
projectedLM-6,-15.037193298339844,-35.199703216552734,-62.50260162353516
projectedLM-7,28.0371208190918,-19.487707138061523,-72.20944213867188
projectedLM-8,-2.245656490325928,-3.185755729675293,-73.83605194091797
projectedLM-9,30.193130493164062,-35.14453125,-61.01920318603516
projectedLM-10,-11.127704620361328,-28.291820526123047,-64.33303833007812
projectedLM-11,25.85369682312012,-20.272932052612305,-67.8565673828125
projectedLM-12,23.232324600219727,-10.139705657958984,-70.4560775756836
projectedLM-13,22.271223068237305,-0.4650991559028625,-73.36956787109375
projectedLM-14,-0.4543261229991913,0.9992742538452148,-70.45452117919922
projectedLM-15,4.362662792205811,11.81693744659424,-74.658447265625
projectedLM-16,-16.35487937927246,-42.31772994995117,-58.63718795776367
projectedLM-17,28.1436996459961,-29.36858558654785,-63.53118133544922
projectedLM-18,-6.593382835388184,-21.15809631347656,-63.8836555480957
projectedLM-19,18.134456634521488,6.579708099365234,-70.60450744628906
projectedLM-20,15.029459953308104,12.779497146606444,-74.16759490966797
projectedLM-21,-3.117931127548218,-12.94620990753174,-63.857421875
projectedLM-22,-14.875356674194336,-37.499755859375,-55.7957649230957
projectedLM-23,32.80140686035156,-43.157562255859375,-56.33197021484375
projectedLM-24,-0.5942625999450684,-3.104184865951538,-66.50476837158203
projectedLM-25,2.2596943378448486,5.798677444458008,-66.05300903320312
projectedLM-26,-17.418384552001953,-49.74786758422852,-52.42738342285156
projectedLM-27,-10.91201400756836,-28.226377487182617,-55.89457702636719
projectedLM-28,25.543025970458984,-22.9594783782959,-60.701297760009766
projectedLM-29,23.13547706604004,-14.993643760681152,-62.63642501831055
projectedLM-30,20.35848045349121,-3.759299993515014,-65.4065170288086
projectedLM-31,15.70084285736084,6.500170707702637,-65.25242614746094
projectedLM-32,29.59559440612793,-34.44869232177735,-54.19718933105469
projectedLM-33,-7.115551948547363,-18.94807815551758,-54.63394927978516
projectedLM-34,6.735043048858643,10.601347923278809,-65.35597229003906
projectedLM-35,-3.359729290008545,-10.87962818145752,-56.66435623168945
projectedLM-36,-19.38315200805664,-50.97883224487305,-42.71424102783203
projectedLM-37,33.04944610595703,-50.616943359375,-46.3482666015625
projectedLM-38,-17.38974380493164,-42.24682998657227,-48.02345275878906
projectedLM-39,-13.758994102478027,-31.32670021057129,-49.41249847412109
projectedLM-40,21.2601547241211,-9.895700454711914,-58.28647232055664
projectedLM-41,0.7836101055145264,-1.237523913383484,-57.3876838684082
projectedLM-42,17.794998168945312,-1.1175825595855713,-58.99858856201172
projectedLM-43,32.45159530639649,-44.3170166015625,-48.03403091430664
projectedLM-44,-10.568017959594728,-23.62257957458496,-49.4174690246582
projectedLM-45,27.11076164245605,-25.519664764404297,-52.49400329589844
projectedLM-46,24.121450424194336,-16.96321487426758,-53.69189453125
projectedLM-47,5.031193733215332,5.271904468536377,-58.44966125488281
projectedLM-48,-19.49740982055664,-59.71992492675781,-35.066749572753906
projectedLM-49,-6.385406494140625,-14.246944427490236,-50.34447479248047
projectedLM-50,13.27998161315918,5.819676876068115,-59.45851135253906
projectedLM-51,-18.784862518310547,-45.3420295715332,-39.90821075439453
projectedLM-52,-17.76289749145508,-36.09959411621094,-43.20131301879883
projectedLM-53,30.57942581176758,-33.41221618652344,-46.36613845825195
projectedLM-54,-3.2040398120880127,-6.49198579788208,-49.2632942199707
projectedLM-55,20.09982681274414,-6.080183506011963,-52.78285217285156
projectedLM-56,33.2493782043457,-58.37234878540039,-36.690704345703125
projectedLM-57,-13.787257194519045,-26.186973571777344,-43.24006652832031
projectedLM-58,27.498218536376957,-22.8154354095459,-47.18014144897461
projectedLM-59,0.0233638919889926,1.2821614742279053,-49.025875091552734
projectedLM-60,4.325103282928467,6.272900104522705,-51.77479553222656
projectedLM-61,11.330965042114258,7.6022748947143555,-52.61168670654297
projectedLM-62,-22.197572708129883,-51.92840194702149,-32.002079010009766
projectedLM-63,33.55070114135742,-46.52314376831055,-39.6282958984375
projectedLM-64,24.82832527160645,-15.061867713928224,-46.899658203125
projectedLM-65,16.846784591674805,1.6562411785125732,-50.13361740112305
projectedLM-66,-19.50109100341797,-40.47315979003906,-35.24045181274414
projectedLM-67,-15.48798656463623,-29.40892028808594,-40.1383056640625
projectedLM-68,-9.839040756225586,-16.90472984313965,-42.423954010009766
projectedLM-69,-6.154584884643555,-10.25604248046875,-43.80431747436524
projectedLM-70,31.56187629699707,-30.86867332458496,-41.10478210449219
projectedLM-71,22.02690315246582,-6.790088176727295,-44.76240158081055
projectedLM-72,-2.7848165035247803,-2.13974928855896,-42.77849197387695
projectedLM-73,35.5638542175293,-53.5598258972168,-32.54889678955078
projectedLM-74,-13.321759223937988,-20.66308975219727,-38.00240707397461
