,x,y,z
0,10.105853080749512,14.20412254333496,-75.01525115966797
1,9.693989393940635,13.507079495668483,-69.39326353994582
2,9.457259761064723,11.580031083944258,-64.22110034679068
3,9.467954315936282,7.797788584127232,-60.000446999690766
4,9.658685128386544,7.971047300668928,-54.37909493362605
5,9.43785264309223,9.932001964870382,-49.25530399013654
6,9.482192350945471,9.969826162932444,-43.969898172268444
7,9.090176557655987,10.982239503417173,-38.84996260368258
8,8.832471777686663,9.078937301956907,-33.765408115844494
9,9.256377220153809,17.48638153076172,-31.471664428710938
