,x,y,z
0,-60.405066706479445,-3.621581005082561,-42.13500158159378
1,-46.61508282973243,-23.029706461245016,-42.13500158159378
2,-33.846579240151854,-37.8411706251585,-42.13500158159378
3,-22.44004936679322,-51.290661072850014,-42.13500158159378
4,-9.811624024145884,-62.18037429625862,-43.52166748046875
5,6.777180671691895,-65.3336181640625,-43.52166748046875
6,26.38213167586382,-63.55134989095596,-43.52166748046875
7,43.78592258449802,-47.8857267822952,-42.13500158159378
8,62.17256775349404,-29.839575042354657,-42.13500158159378
9,72.04687719610303,-17.581811596357312,-42.13500158159378
10,79.01905382029808,-3.526494835778365,-42.134998947699216
