,x,y,z
0,-14.04554557800293,-25.305221557617188,-73.54070281982422
1,-16.087970527610857,-30.349792585037772,-69.31270225296129
2,-16.022924861515392,-35.17898169511483,-64.36262365795234
3,-17.11080043862929,-41.263877412777674,-61.23761049496607
4,-17.440010328834756,-47.748843899041105,-58.4446389741734
5,-17.265422509301896,-52.90529430625869,-53.82230477611951
6,-17.47316888378034,-53.2758227276365,-46.97747791273957
7,-19.325537683638792,-55.58116156094398,-41.27637393403722
8,-17.67219497754239,-61.143754326717485,-37.291801742542006
9,-21.22944052478136,-63.90567259475219,-32.13500105230078
