,x,y,z
projectedLM-1,-2.5282373428344727,-5.235183238983154,-56.94878387451172
projectedLM-2,0.5066020488739014,3.7894632816314697,-53.34433746337891
projectedLM-3,4.246843338012695,13.123937606811523,-52.75337219238281
projectedLM-4,47.73912811279297,3.334885835647583,-51.64029312133789
projectedLM-5,6.819607734680176,17.64912796020508,-49.1495361328125
projectedLM-6,-1.5384138822555544,-4.599811553955078,-49.29547119140625
projectedLM-7,43.493446350097656,11.466442108154297,-50.37052154541016
projectedLM-8,10.751020431518556,27.195528030395508,-49.58200454711914
projectedLM-9,48.80475616455078,-4.698400020599365,-47.44095230102539
projectedLM-10,1.2970460653305054,2.388793706893921,-47.834205627441406
projectedLM-11,40.45425033569336,12.025503158569336,-45.71826171875
projectedLM-12,37.22187042236328,21.019018173217777,-46.12709426879883
projectedLM-13,35.03630447387695,28.96940040588379,-47.67244720458985
projectedLM-14,13.007660865783691,29.08331298828125,-45.64643096923828
projectedLM-15,18.11166000366211,37.35504531860352,-47.03086090087891
projectedLM-16,-3.846591711044312,-10.926234245300291,-46.57197570800781
projectedLM-17,45.18281555175781,2.5730502605438232,-44.673828125
projectedLM-18,4.8849873542785645,9.571545600891112,-45.821773529052734
projectedLM-19,31.303375244140625,32.560035705566406,-43.95094299316406
projectedLM-20,27.59292793273926,38.21339416503906,-46.32182312011719
projectedLM-21,7.95667028427124,17.478307723999023,-43.31856155395508
projectedLM-22,-1.4513719081878664,-6.9842634201049805,-40.791160583496094
projectedLM-23,48.35620880126953,-6.646228313446045,-41.0198860168457
projectedLM-24,11.119117736816408,24.96570205688477,-42.42744445800781
projectedLM-25,15.783482551574709,31.396129608154297,-40.84462738037109
projectedLM-26,-4.265282154083252,-14.17398166656494,-38.781044006347656
projectedLM-27,1.9682252407073977,0.9113909602165222,-39.45802307128906
projectedLM-28,40.92518615722656,8.392367362976074,-39.82575988769531
projectedLM-29,37.96002197265625,15.46257781982422,-39.73904800415039
projectedLM-30,34.44759368896485,25.024349212646488,-40.46896743774414
projectedLM-31,29.11076927185059,32.2037353515625,-38.35311126708985
projectedLM-32,45.35082244873047,-1.1578941345214844,-36.48473358154297
projectedLM-33,4.693886756896973,9.265050888061523,-36.570098876953125
projectedLM-34,20.596263885498047,34.51423645019531,-38.30531692504883
projectedLM-35,7.855051040649414,18.04629135131836,-35.340328216552734
projectedLM-36,-4.64288330078125,-20.109844207763672,-31.83182144165039
projectedLM-37,48.3288688659668,-15.14239501953125,-32.967674255371094
projectedLM-38,-2.7828457355499268,-10.9945125579834,-33.629302978515625
projectedLM-39,-0.4773805737495422,-3.244349718093872,-33.46940612792969
