,x,y,z
projectedLM-1,-13.814274787902832,8.136240005493164,-54.57483673095703
projectedLM-2,-5.4139084815979,11.68139362335205,-53.64799499511719
projectedLM-3,0.5926295518875122,19.228317260742188,-53.0505485534668
projectedLM-4,42.03469467163086,8.788910865783691,-53.69668960571289
projectedLM-5,2.853360414505005,22.548927307128903,-50.14665603637695
projectedLM-6,-10.530597686767578,4.084571838378906,-50.69861602783203
projectedLM-7,30.343753814697266,15.33788776397705,-52.77320098876953
projectedLM-8,9.071989059448242,27.507761001586918,-51.17235565185547
projectedLM-9,40.981536865234375,3.1052494049072266,-49.98368835449219
projectedLM-10,-3.2922286987304688,10.572778701782228,-48.79803466796875
projectedLM-11,27.641929626464844,17.687509536743164,-49.17222213745117
projectedLM-12,23.863508224487305,23.052749633789062,-48.77088165283203
projectedLM-13,18.77857208251953,26.75682258605957,-51.31083679199219
projectedLM-14,11.006770133972168,28.714683532714844,-48.72915267944336
projectedLM-15,12.99176025390625,29.00133514404297,-48.65288543701172
projectedLM-16,-8.329330444335938,-0.4273489117622375,-48.659950256347656
projectedLM-17,34.87886428833008,8.656408309936523,-49.46650695800781
projectedLM-18,0.2696636617183685,16.786643981933594,-47.02309036254883
projectedLM-19,17.50766944885254,27.943708419799805,-48.28002166748047
projectedLM-20,14.233532905578612,28.945144653320312,-48.56100463867188
projectedLM-21,3.0348660945892334,22.76939010620117,-45.07413482666016
projectedLM-22,-4.153804302215576,4.051237106323242,-44.62837600708008
projectedLM-23,37.64836502075195,1.046355366706848,-44.37284851074219
projectedLM-24,6.939094066619873,27.333873748779297,-44.57035446166992
projectedLM-25,10.636463165283203,29.58597946166992,-44.1780891418457
projectedLM-26,-7.811392307281494,-2.8818228244781494,-43.15160751342773
projectedLM-27,-1.8026702404022217,10.988719940185549,-41.99922180175781
projectedLM-28,29.33363342285156,14.237241744995115,-43.31185531616211
projectedLM-29,26.47017478942871,19.972517013549805,-43.16773223876953
projectedLM-30,22.14631462097168,25.9556884765625,-43.11484146118164
projectedLM-31,19.94891166687012,28.05398750305176,-41.65990829467773
projectedLM-32,32.66935729980469,7.309484481811523,-41.62250518798828
projectedLM-33,0.5592013001441956,18.10822486877441,-39.62423706054688
projectedLM-34,13.289982795715332,30.16847801208496,-41.19723892211914
projectedLM-35,2.2895467281341557,22.72922134399414,-38.17805862426758
projectedLM-36,-8.64444637298584,-5.901766777038574,-36.54987335205078
projectedLM-37,36.220645904541016,-4.500431060791016,-37.87891006469727
projectedLM-38,-6.152735710144043,1.843339204788208,-38.78322219848633
projectedLM-39,-3.6233179569244394,7.860141277313232,-37.33120727539063
projectedLM-40,25.66291618347168,23.124305725097656,-38.23819351196289
projectedLM-41,7.1366047859191895,28.6914119720459,-37.708282470703125
projectedLM-42,21.705415725708008,28.079748153686523,-37.26878356933594
projectedLM-43,34.50175857543945,1.50163996219635,-36.78194427490234
projectedLM-44,-1.2453707456588743,14.727519989013672,-36.29094696044922
projectedLM-45,29.73216438293457,12.86110782623291,-36.5838737487793
projectedLM-46,27.764122009277344,19.148956298828125,-35.170467376708984
projectedLM-47,11.178621292114258,31.36036491394043,-34.69379806518555
projectedLM-48,-9.515841484069824,-7.764382839202881,-33.27507019042969
projectedLM-49,0.5132484436035156,21.13238525390625,-33.609554290771484
projectedLM-50,18.079259872436523,30.36648368835449,-34.82951354980469
projectedLM-51,-7.744144439697266,-0.0639165192842483,-31.490135192871094
projectedLM-52,-5.412786483764648,6.291177272796631,-32.4759521484375
projectedLM-53,31.901531219482425,8.070754051208496,-32.66516876220703
projectedLM-54,3.2596917152404785,27.44144821166992,-32.85824966430664
projectedLM-55,24.81671714782715,26.28224754333496,-33.04597473144531
projectedLM-56,35.9265022277832,-4.5211100578308105,-30.98981666564941
projectedLM-57,-4.01789140701294,13.324555397033691,-29.49986267089844
projectedLM-58,29.728450775146484,14.408685684204102,-31.782962799072266
projectedLM-59,6.813135623931885,29.3456974029541,-30.444055557250977
projectedLM-60,11.181503295898438,31.604536056518555,-29.64911460876465
projectedLM-61,17.43326187133789,32.15577697753906,-29.41694641113281
projectedLM-62,-9.906954765319824,-5.06737756729126,-29.698505401611328
projectedLM-63,34.392189025878906,2.7499806880950928,-29.65562438964844
projectedLM-64,28.05916976928711,20.312047958374023,-30.365840911865234
projectedLM-65,20.696044921875,30.948671340942383,-29.72275161743164
projectedLM-66,-11.287435531616213,2.255558013916016,-25.04244804382324
projectedLM-67,-6.825136184692383,11.12807846069336,-26.24720573425293
projectedLM-68,-2.9589500427246094,17.61313247680664,-27.40985870361328
projectedLM-69,0.0692013725638389,23.02783203125,-27.66924095153809
projectedLM-70,33.01803970336914,9.547826766967772,-25.96600914001465
projectedLM-71,26.679967880249023,25.23541641235352,-27.379831314086918
projectedLM-72,3.5699260234832764,28.161020278930664,-26.752660751342773
projectedLM-73,37.11589050292969,-3.66430401802063,-24.512720108032227
projectedLM-74,-5.856590270996094,15.716400146484377,-23.948678970336918
projectedLM-75,30.66433906555176,15.601729393005373,-25.275007247924805
projectedLM-76,8.56321907043457,33.25128173828125,-25.04583549499512
projectedLM-77,20.32971572875977,33.95289993286133,-24.394020080566406
projectedLM-78,11.630492210388184,34.837303161621094,-24.213193893432617
projectedLM-79,37.68085861206055,-0.8997059464454651,-21.365447998046875
projectedLM-80,-12.259198188781738,8.99832534790039,-20.850324630737305
projectedLM-81,-2.2159640789031982,23.453733444213867,-21.57872200012207
projectedLM-82,23.863130569458008,30.66171264648437,-25.242773056030277
