,x,y,z
projectedLM-1,-20.735645294189453,-25.19340705871582,-73.18795013427734
projectedLM-2,-16.383464813232422,-18.202320098876957,-70.75823974609375
projectedLM-3,-12.651673316955566,-10.13238525390625,-71.43710327148438
projectedLM-4,14.236679077148438,-20.87204360961914,-73.5907211303711
projectedLM-5,-11.275294303894045,-5.862538814544678,-68.68334197998047
projectedLM-6,-20.11255645751953,-25.007551193237305,-69.80400848388672
projectedLM-7,12.051974296569824,-11.81700611114502,-72.30715942382812
projectedLM-8,-9.710851669311523,2.770411491394043,-70.1788330078125
projectedLM-9,16.883132934570312,-30.47517967224121,-72.12228393554688
projectedLM-10,-15.898807525634766,-19.34936141967773,-66.84071350097656
projectedLM-11,11.885261535644531,-11.459342956542969,-68.32957458496094
projectedLM-12,11.534557342529297,-2.897138833999634,-68.25961303710938
projectedLM-13,10.689627647399902,4.220856666564941,-70.31951904296875
projectedLM-14,-8.095497131347656,4.577297210693359,-66.44591522216797
projectedLM-15,-3.1451456546783447,10.464045524597168,-69.6833267211914
projectedLM-16,-21.021957397460938,-32.63408660888672,-69.72071838378906
projectedLM-17,14.53476905822754,-20.97810173034668,-68.26673126220703
projectedLM-18,-12.380983352661133,-12.866986274719238,-65.51798248291016
projectedLM-19,8.337372779846191,6.835241794586182,-67.12508392333984
projectedLM-20,5.293460369110107,10.265560150146484,-69.6771240234375
projectedLM-21,-10.79132080078125,-4.89216423034668,-63.73125076293945
projectedLM-22,-20.277517318725582,-26.67892265319824,-63.54165267944336
projectedLM-23,17.69744873046875,-30.97097396850586,-66.10098266601562
projectedLM-24,-9.062416076660156,1.3860387802124023,-63.274864196777344
projectedLM-25,-5.534623622894287,5.824691295623779,-61.06089401245117
projectedLM-26,-22.610815048217773,-33.19278717041016,-64.5551986694336
projectedLM-27,-15.73159408569336,-20.05787467956543,-59.821380615234375
projectedLM-28,13.28526210784912,-15.095094680786133,-62.323848724365234
projectedLM-29,12.003092765808104,-8.617535591125488,-62.480987548828125
projectedLM-30,10.417001724243164,1.013696312904358,-62.71144104003906
projectedLM-31,6.934420585632324,6.035595417022705,-60.08697891235352
projectedLM-32,16.05222511291504,-22.705589294433597,-61.78172302246094
projectedLM-33,-12.865269660949709,-11.880830764770508,-57.57991027832031
projectedLM-34,-0.5719656944274902,8.511306762695312,-60.44095993041992
projectedLM-35,-10.608773231506348,-4.691190719604492,-55.58429718017578
projectedLM-36,-22.615610122680664,-28.863689422607425,-55.63636016845703
projectedLM-37,19.73292732238769,-29.380401611328125,-51.61368560791016
projectedLM-38,-19.80038833618164,-25.93792533874512,-57.16598892211914
projectedLM-39,-17.38494110107422,-21.95645904541016,-55.41128158569336
projectedLM-40,11.626545906066896,-5.1945319175720215,-57.208614349365234
projectedLM-41,-6.463065147399902,1.9275602102279663,-55.12338638305664
projectedLM-42,8.86379337310791,2.7587249279022217,-55.97124099731445
projectedLM-43,18.071557998657227,-25.372461318969727,-56.47962188720703
projectedLM-44,-15.514405250549316,-16.193544387817383,-52.91563415527344
projectedLM-45,14.753096580505373,-17.526897430419922,-57.42204666137695
projectedLM-46,13.014036178588867,-10.600887298583984,-54.77439880371094
projectedLM-47,-2.6987414360046387,6.75023365020752,-54.12690734863281
projectedLM-48,-25.88167381286621,-31.00532913208008,-46.17205810546875
projectedLM-49,-13.551495552062988,-9.209554672241213,-50.26870727539063
projectedLM-50,5.36931037902832,6.867834091186523,-54.30162811279297
projectedLM-51,-22.308734893798828,-27.540019989013672,-50.32278060913086
projectedLM-52,-19.36559295654297,-23.344127655029297,-50.45059585571289
projectedLM-53,17.14329719543457,-20.893749237060547,-51.60316467285156
projectedLM-54,-10.58436107635498,-2.6660594940185547,-48.42337417602539
projectedLM-55,10.760032653808594,-1.6947038173675537,-51.67694091796875
projectedLM-56,21.728364944458008,-32.278892517089844,-49.68880844116211
projectedLM-57,-18.636993408203125,-17.523727416992188,-45.31562805175781
projectedLM-58,15.182927131652832,-14.934932708740234,-49.86155319213867
projectedLM-59,-7.0642924308776855,2.9019742012023926,-47.209449768066406
projectedLM-60,-2.9771225452423096,7.248897552490234,-47.398468017578125
projectedLM-61,4.425931453704834,8.177390098571777,-48.26580810546875
projectedLM-62,-23.907812118530277,-27.353931427001957,-44.87345123291016
projectedLM-63,19.90813446044922,-25.48039054870605,-48.52450180053711
projectedLM-64,13.978787422180176,-9.888506889343262,-46.83990859985352
projectedLM-65,8.404071807861328,4.236629009246826,-46.90403366088867
projectedLM-66,-22.570945739746094,-23.04902648925781,-43.64312362670898
projectedLM-67,-21.61714172363281,-17.77195930480957,-41.01797103881836
projectedLM-68,-17.24458885192871,-12.055596351623535,-42.000789642333984
projectedLM-69,-13.614870071411133,-6.537712097167969,-42.26287841796875
projectedLM-70,18.01439094543457,-18.14304542541504,-45.51390838623047
projectedLM-71,12.347451210021973,-3.589134931564331,-43.73081588745117
projectedLM-72,-9.747450828552246,-1.7575923204421997,-41.01044464111328
projectedLM-73,23.441898345947266,-30.31862449645996,-45.70914840698242
projectedLM-74,-23.320798873901367,-11.317028045654297,-37.03191757202149
projectedLM-75,16.245668411254883,-12.44648551940918,-43.01566696166992
projectedLM-76,-6.2511982917785645,3.758725881576538,-39.96949005126953
projectedLM-77,6.984532833099365,7.458997249603271,-40.72500991821289
projectedLM-78,-0.8589153289794922,9.162924766540527,-41.093055725097656
projectedLM-79,21.743165969848636,-24.12331771850586,-43.98949432373047
projectedLM-80,-25.751598358154297,-19.62684631347656,-38.46615219116211
projectedLM-81,-17.262727737426758,-5.309554100036621,-35.287109375
projectedLM-82,10.741195678710938,1.6051201820373535,-40.82469940185547
projectedLM-83,-30.2574462890625,-17.43812370300293,-37.07160949707031
