,x,y,z
femur head center left ,83.64077598165136,-19.527276275229354,-12.431700000000006
femur head center right,-84.85958658715596,-38.947657045871566,-2.4317000000000064
interacetabular left,53.939017155963285,-12.101836568807345,-12.431700000000006
interacetabular right,-58.01376611009174,-26.3815283119266,-2.4317000000000064
isch spine left,45.17493779314455,24.60515952277497,1.1245532819304316
isch spine right,-56.971280161144136,19.60515952277497,4.91476545092074
ischial tuberosity left,60.22208152293575,30.16605099082569,-47.431700000000006
ischial tuberosity right,-74.57820853211008,17.59992225688073,-42.431700000000006
symph_0,-2.1716251585715414,-34.715819696889454,-36.470078100892955
symph_1,-0.5466716419128403,-42.80224829618467,-27.547094598281948
symph_2,-3.1761889075698613,-53.63050092844422,-22.291896907137335
