,x,y,z
0,25.920863571834246,-21.68735821778444,-98.95084541964272
1,28.60023676657087,-23.763256249758157,-92.3120875928372
2,27.89988831879229,-25.707474462453316,-85.1573387513373
3,27.581268119182482,-31.950195388071844,-79.90859925482835
4,26.158138969552798,-37.568366698610866,-73.63010013072545
5,25.70031306925881,-39.270948716583554,-68.5525906208293
6,28.28376536189163,-32.44270813473949,-64.54476717081403
7,26.726515035450618,-39.80711397802415,-58.502305013108696
8,26.413987894711497,-44.50518264761337,-53.77278420048684
9,35.27232360839844,-21.681785583496094,-54.96637344360352
