,x,y,z
0,18.865367165856146,4.402763782250524,-101.46599999999998
1,22.416289557630975,3.3870903062878503,-94.18998472017037
2,27.359304460029808,3.477368787023653,-87.6061116562233
3,30.046497707870518,3.756940730821662,-80.46346710318812
4,26.88089171060029,-5.977063225999796,-77.9818664330588
5,26.56307463690467,-3.665033290159549,-72.48098365531824
6,27.149487944720697,-8.50288303560059,-66.49356246454536
7,26.006162783375046,-4.053328752173245,-59.738265629847724
8,18.954257331780713,-0.0023355281786034965,-56.738304154358396
9,20.940587997436523,5.651040077209473,-51.46599960327149
