,x,y,z
0,-57.23199462890625,40.59286880493164,-88.74891662597656
1,-48.262150668047525,23.43985988930835,-88.8827
2,-37.67900388467578,9.432753852492796,-88.8827
3,-23.98316687090056,-4.574352184322763,-88.8827
4,-14.042625427246094,-11.012887954711914,-88.74891662597656
5,0.13234643638134,-14.113662719726564,-88.74891662597656
6,14.769826497622477,-10.33282911056915,-88.8827
7,28.03932380676269,-1.7105627059936523,-88.74891662597656
8,39.9826173638905,15.03559626721902,-88.8827
9,46.51926684773774,27.64199170035302,-88.8827
10,51.65520572790346,41.493463225648405,-88.8827
