,x,y,z
0,-35.84186848874598,-6.7349652733119,-102.20759999999936
1,-36.547329131920996,-5.908875160329436,-97.13824456343959
2,-41.246318331652525,-6.274826966933425,-94.47821611903193
3,-44.06732017004372,-7.752872605852544,-91.54645048016683
4,-42.42909623960837,-9.05374253438137,-86.93863784394873
5,-41.41205740253303,-7.267096961234464,-82.45974023142139
6,-43.54152741116607,-4.007563456413163,-79.47151055638244
7,-45.61652758257619,-1.524217668675323,-76.04044367353788
8,-45.94510717187232,-0.43247966101978563,-71.15113611250032
9,-48.35131576803117,1.3295736889945855,-67.20756299694237
