,x,y,z
0,16.284460067749023,-2.6883552074432377,-100.63007354736328
1,18.987348368372576,-5.678767577328565,-96.38807406965928
2,21.330791567020952,-10.79336341362749,-94.33582170391632
3,22.777397528520584,-14.657443683738197,-90.25054573263822
4,23.058983242637336,-14.468376840983462,-84.24812576676617
5,23.90515153455354,-10.277596066272059,-80.39700986391273
6,27.961065793008274,-5.915600179848698,-79.33848821057504
7,32.142739555043796,-2.9550829974049657,-76.74924095785786
8,34.355120918916434,-1.12540512278526,-71.35963021480313
9,34.53782653808594,1.53785502910614,-66.09534454345703
